Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23
2013-03-10,2,19.7,35.1,0.0,,,SE,24.0,S,WNW,4.0,7.0,65.0,24.0,1018.6,1015.5,1.0,,22.5,34.5,No,No
2013-03-12,2,19.4,33.7,0.0,,,NE,35.0,SSE,NNW,7.0,13.0,66.0,32.0,1019.2,1014.3,,,23.2,32.9,No,No
2013-03-17,2,11.1,23.0,0.2,,,W,35.0,SSW,WSW,13.0,15.0,39.0,26.0,1018.3,1018.1,,,14.8,21.7,No,No
2013-03-19,2,9.1,26.3,0.0,,,E,26.0,,SSE,0.0,9.0,63.0,25.0,1023.8,1020.9,,,14.7,24.6,No,No
2013-03-22,2,10.1,23.3,17.4,,,NNW,33.0,,NW,0.0,13.0,73.0,45.0,1014.6,1012.9,,1.0,15.6,21.5,Yes,No
2013-03-24,2,9.5,28.3,0.0,,,W,41.0,S,W,7.0,22.0,82.0,29.0,1016.9,1013.1,,,13.7,27.4,No,No
2013-03-27,2,13.8,35.1,0.0,,,WNW,61.0,SSE,NNE,2.0,22.0,69.0,27.0,1015.7,1011.0,,1.0,18.4,34.1,No,Yes
2013-03-29,2,6.6,20.4,19.8,,,WSW,31.0,E,SW,7.0,13.0,68.0,38.0,1021.1,1018.5,,,11.2,18.7,Yes,No
2013-04-10,2,10.3,27.1,0.0,,,WNW,24.0,E,SSW,6.0,6.0,72.0,38.0,1024.8,1020.6,,1.0,16.8,26.0,No,No
2013-04-15,2,14.5,23.6,0.8,,,W,30.0,ESE,W,2.0,19.0,77.0,47.0,1010.6,1009.0,,,18.9,22.8,No,No
2013-04-18,2,8.6,23.9,0.0,,,WSW,39.0,SSE,W,6.0,22.0,73.0,37.0,1016.3,1014.0,,7.0,14.8,22.8,No,No
2013-05-12,2,5.0,24.2,0.0,,,NNE,46.0,,NNE,0.0,15.0,82.0,38.0,1025.0,1019.2,,4.0,11.4,22.7,No,Yes
2013-05-27,2,1.1,16.6,0.0,,,SE,17.0,NNE,SE,7.0,9.0,100.0,53.0,1030.5,1028.2,8.0,,5.3,15.7,No,No
2013-06-13,2,10.0,13.4,16.8,,,WNW,28.0,N,W,7.0,13.0,,93.0,1007.1,1005.5,8.0,8.0,,12.3,Yes,Yes
2013-06-15,2,1.2,15.4,0.2,,,WNW,17.0,NW,E,4.0,7.0,93.0,51.0,1016.8,1016.7,,1.0,5.7,14.0,No,No
2013-06-16,2,-0.2,14.3,0.0,,,WNW,17.0,,WNW,0.0,9.0,83.0,51.0,1018.7,1015.5,,,4.8,14.0,No,No
2013-06-18,2,3.1,15.5,0.6,,,SSW,15.0,WNW,WSW,2.0,11.0,100.0,63.0,1016.5,1016.0,5.0,6.0,7.0,14.5,No,No
2013-06-21,2,-0.5,13.2,0.2,,,SE,13.0,,SE,0.0,9.0,97.0,60.0,1022.8,1019.9,,,3.4,12.7,No,No
2013-06-24,2,2.0,13.1,0.0,,,SSE,26.0,,SSW,0.0,7.0,84.0,85.0,1026.9,1023.2,8.0,8.0,7.8,10.6,No,No
2013-06-27,2,-0.1,14.1,0.0,,,E,11.0,SE,ENE,6.0,7.0,95.0,67.0,1024.3,1021.3,,,3.6,12.6,No,No
2013-06-30,2,1.4,15.7,0.0,,,W,19.0,,W,0.0,13.0,97.0,54.0,1028.2,1025.8,,,6.3,15.6,No,No
2013-07-04,2,1.9,15.4,0.2,,,N,48.0,ENE,N,9.0,19.0,83.0,59.0,1016.4,1011.5,8.0,8.0,8.9,14.1,No,No
2013-07-08,2,4.6,13.9,2.6,,,W,26.0,NNE,W,6.0,17.0,100.0,61.0,1033.4,1032.5,4.0,3.0,7.6,13.2,Yes,No
2013-07-15,2,11.1,14.6,5.0,,,NNE,37.0,N,N,11.0,9.0,86.0,89.0,1022.1,1020.9,8.0,8.0,13.7,14.0,Yes,Yes
2013-07-26,2,3.5,12.8,0.0,,,SE,17.0,S,ESE,7.0,11.0,98.0,63.0,1029.4,1027.2,8.0,7.0,5.9,11.7,No,No
2013-07-31,2,5.0,14.5,0.0,,,ESE,17.0,,SSW,0.0,4.0,100.0,72.0,1025.8,1023.4,8.0,2.0,5.6,13.9,No,No
2013-08-06,2,8.0,13.6,2.8,,,WNW,37.0,NW,WNW,24.0,20.0,74.0,68.0,1009.2,1010.0,8.0,8.0,12.5,13.1,Yes,No
2013-09-03,2,8.0,23.3,0.0,,,ESE,15.0,N,S,2.0,6.0,80.0,51.0,1033.3,1029.8,,,14.7,23.0,No,No
2013-09-14,2,6.4,19.3,0.8,,,WNW,28.0,ENE,W,4.0,15.0,73.0,53.0,1015.1,1013.0,,8.0,12.9,17.4,No,No
2013-09-19,2,7.7,14.0,1.2,,,NW,39.0,W,WNW,20.0,20.0,79.0,67.0,1008.7,1007.6,5.0,8.0,9.7,12.8,Yes,Yes
2013-11-16,2,12.4,26.0,0.0,,,NE,54.0,SSE,SE,20.0,11.0,55.0,32.0,1016.0,1012.7,2.0,,17.4,24.3,No,No
2013-11-22,2,10.6,27.1,0.0,,,W,46.0,WSW,WNW,7.0,22.0,54.0,21.0,1007.6,1005.4,,,19.5,26.0,No,No
2013-11-25,2,11.5,26.7,0.0,,,ESE,48.0,SSE,SE,24.0,24.0,50.0,30.0,1010.7,1009.3,,,19.4,25.2,No,No
2013-11-30,2,9.0,27.5,0.0,,,WNW,26.0,SSE,E,17.0,7.0,41.0,16.0,1018.9,1017.1,,,16.2,24.9,No,No
2013-12-06,2,5.8,20.4,3.2,,,WNW,43.0,WSW,WSW,11.0,22.0,62.0,32.0,1015.4,1015.9,,2.0,11.8,19.4,Yes,No
2013-12-07,2,7.7,26.1,0.0,,,ENE,44.0,SE,WNW,7.0,13.0,63.0,28.0,1020.9,1018.3,,,15.5,24.8,No,No
2013-12-13,2,11.2,30.2,0.0,,,W,37.0,SE,WNW,6.0,22.0,47.0,29.0,1012.9,1010.5,,,19.6,28.9,No,No
2013-12-21,2,23.7,40.5,0.0,,,WNW,54.0,SSE,NW,19.0,33.0,40.0,12.0,1012.0,1008.0,,,26.9,38.8,No,No
2013-12-22,2,25.2,36.4,0.0,,,SW,39.0,ENE,WSW,15.0,22.0,36.0,22.0,1007.7,1006.6,,,29.4,35.0,No,Yes
2013-12-25,2,15.7,29.1,0.0,,,NNE,28.0,E,N,2.0,9.0,64.0,44.0,1016.0,1013.3,,,20.3,26.3,No,No
2014-01-15,2,21.0,41.8,0.0,,,SSE,28.0,SSE,SSW,7.0,11.0,47.0,15.0,1019.4,1015.1,,,28.7,40.6,No,No
2014-01-24,2,20.1,23.4,2.8,,,NE,41.0,NW,NW,20.0,15.0,84.0,86.0,1010.8,1006.7,8.0,8.0,20.5,20.7,Yes,Yes
2014-02-17,2,13.0,29.9,0.0,,,SE,31.0,SSE,S,9.0,7.0,61.0,33.0,1013.0,1010.4,,,18.6,27.6,No,No
2014-02-24,2,14.5,33.0,0.0,,,S,24.0,,SSE,0.0,11.0,61.0,27.0,1019.6,1015.9,,,19.9,30.8,No,No
2014-03-06,2,16.1,32.6,0.2,,,WNW,41.0,ENE,NNW,2.0,19.0,76.0,35.0,1017.0,1014.4,6.0,3.0,21.6,32.6,No,No
2014-03-16,2,13.0,20.0,2.6,,,WNW,48.0,WNW,W,24.0,26.0,70.0,38.0,1007.9,1008.0,,8.0,14.4,19.2,Yes,No
2014-03-17,2,9.4,25.1,0.0,,,NW,37.0,SE,NW,7.0,13.0,77.0,47.0,1016.4,1015.1,8.0,8.0,14.9,23.2,No,No
2014-03-20,2,10.3,32.5,0.0,,,SE,24.0,,S,0.0,9.0,59.0,31.0,1025.6,1020.6,,1.0,16.0,30.4,No,No
2014-04-13,2,12.1,23.9,0.0,,,SSE,28.0,SSE,WSW,11.0,15.0,61.0,48.0,1019.4,1016.3,,,16.8,23.3,No,No
2014-04-16,2,8.7,21.8,0.0,,,WNW,22.0,S,W,4.0,13.0,73.0,47.0,1021.8,1018.8,,,14.2,21.2,No,No
2014-04-17,2,7.0,22.4,0.0,,,WNW,24.0,ENE,W,4.0,9.0,75.0,47.0,1022.0,1019.3,,,13.9,21.9,No,No
2014-04-24,2,9.2,20.9,0.0,,,WNW,33.0,,WNW,0.0,17.0,78.0,56.0,1016.1,1015.4,,6.0,14.2,18.6,No,No
2014-04-27,2,5.3,21.1,0.0,,,NNE,19.0,E,NNE,2.0,11.0,73.0,57.0,1022.4,1020.5,,,12.6,20.3,No,No
2014-04-29,2,10.4,22.6,0.0,,,W,52.0,,NNE,0.0,13.0,94.0,65.0,1016.3,1009.7,8.0,8.0,14.8,22.2,No,Yes
2014-05-04,2,7.9,15.1,0.4,,,W,39.0,W,W,24.0,22.0,77.0,53.0,1006.7,1009.2,3.0,4.0,9.9,13.5,No,No
2014-05-08,2,2.3,16.6,0.0,,,SSE,28.0,SSE,SE,7.0,11.0,67.0,47.0,1028.6,1024.9,,,9.0,16.1,No,No
2014-05-12,2,6.1,19.3,0.0,,,ESE,13.0,ESE,SE,2.0,9.0,100.0,66.0,1031.5,1029.1,5.0,,8.8,18.2,No,No
2014-05-17,2,6.5,19.5,0.0,,,E,11.0,,ENE,0.0,7.0,87.0,66.0,1029.7,1026.2,4.0,1.0,12.9,19.2,No,No
2014-05-27,2,12.4,17.5,0.6,,,NNE,63.0,N,NE,13.0,20.0,68.0,95.0,1012.2,1006.4,7.0,8.0,17.4,14.2,No,Yes
2014-05-28,2,10.6,14.0,36.4,,,WNW,26.0,NW,NW,13.0,15.0,93.0,88.0,1014.4,1015.9,7.0,8.0,11.9,13.5,Yes,No
2014-06-06,2,4.7,16.0,0.2,,,SE,20.0,,SSE,0.0,9.0,82.0,54.0,1029.5,1027.3,,,9.7,15.5,No,No
2014-06-10,2,2.5,16.8,0.0,,,SSE,11.0,ESE,ESE,2.0,4.0,82.0,61.0,1033.5,1028.9,,,7.1,16.1,No,No
2014-06-20,2,3.2,16.5,0.0,,,NNW,24.0,,NNW,0.0,13.0,100.0,60.0,1019.1,1015.8,,4.0,7.3,16.0,No,No
2014-07-06,2,7.2,9.6,0.0,,,WNW,33.0,NW,W,13.0,19.0,94.0,89.0,1016.2,1015.1,8.0,8.0,7.5,8.9,No,No
2014-07-14,2,-0.9,12.6,0.2,,,NNW,13.0,NNW,ESE,2.0,9.0,100.0,54.0,1034.0,1029.8,3.0,8.0,3.7,11.9,No,No
2014-07-19,2,-1.7,15.1,0.0,,,WSW,20.0,SSE,WNW,4.0,7.0,93.0,56.0,1027.4,1026.4,,,2.2,14.1,No,No
2014-07-23,2,-1.5,14.6,0.0,,,SE,13.0,,E,0.0,6.0,93.0,63.0,1026.0,1021.1,,4.0,3.4,13.8,No,No
2014-07-24,2,1.0,12.4,0.0,,,E,20.0,,SE,0.0,11.0,96.0,79.0,1019.8,1016.4,8.0,7.0,5.5,11.6,No,Yes
2014-08-01,2,4.7,8.7,1.0,,,WNW,54.0,NW,W,13.0,19.0,85.0,81.0,1010.3,1010.4,8.0,3.0,5.9,6.7,No,Yes
2014-08-02,2,-1.1,11.5,2.2,,,W,24.0,E,NW,4.0,7.0,89.0,56.0,1029.1,1029.7,,,3.2,11.2,Yes,No
2014-08-05,2,-2.8,13.5,0.0,,,WNW,24.0,ESE,W,6.0,13.0,94.0,56.0,1035.9,1032.6,6.0,,2.2,13.0,No,No
2014-08-13,2,-1.5,14.6,0.0,,,SSE,24.0,S,S,6.0,11.0,76.0,42.0,1035.0,1032.3,,,4.5,13.5,No,No
2014-08-15,2,0.3,17.0,0.0,,,SE,19.0,ESE,ESE,6.0,6.0,83.0,51.0,1031.7,1025.7,,,7.0,15.9,No,No
2014-08-31,2,2.8,19.6,0.0,,,SE,19.0,ENE,ESE,4.0,13.0,81.0,54.0,1023.1,1017.8,,4.0,10.1,18.2,No,No
2014-09-05,2,2.3,18.0,0.0,,,SE,26.0,ESE,SSE,6.0,9.0,68.0,45.0,1025.0,1023.1,,,11.6,17.4,No,No
2014-09-08,2,3.7,20.3,0.0,,,NE,37.0,ESE,NE,6.0,22.0,73.0,47.0,1026.7,1019.7,,3.0,12.0,19.7,No,No
2014-09-19,2,1.1,16.6,0.0,,,WNW,28.0,,W,0.0,17.0,77.0,52.0,1024.5,1021.0,,,8.9,15.5,No,No
2014-10-14,2,7.3,18.1,3.2,,,ESE,41.0,WSW,S,11.0,17.0,87.0,61.0,1013.5,1015.7,7.0,8.0,9.6,13.9,Yes,No
2014-11-03,2,5.8,24.4,0.0,,,SSE,24.0,S,S,9.0,11.0,65.0,20.0,1024.4,1021.2,,,13.4,22.8,No,No
2014-11-05,2,12.0,26.0,0.0,,,WNW,41.0,S,W,6.0,24.0,71.0,34.0,1013.3,1012.1,7.0,,15.8,25.1,No,No
2014-11-26,2,9.7,26.0,0.2,,,WSW,35.0,SE,NW,4.0,17.0,62.0,34.0,1019.9,1017.2,2.0,,16.3,24.7,No,No
2014-11-29,2,14.7,32.3,0.0,,,NE,30.0,SE,ENE,11.0,9.0,53.0,29.0,1016.4,1011.2,2.0,,22.4,31.5,No,No
2014-11-30,2,20.6,32.7,0.0,,,NE,44.0,NE,E,20.0,17.0,49.0,36.0,1011.2,1006.8,6.0,8.0,24.9,31.1,No,No
2014-12-01,2,20.5,32.4,0.0,,,NNW,57.0,ENE,SSE,20.0,6.0,55.0,69.0,1008.7,1004.1,6.0,8.0,25.4,23.7,No,Yes
2014-12-13,2,13.0,29.1,0.0,,,SSE,50.0,NE,W,15.0,9.0,44.0,32.0,1018.5,1012.6,,,19.8,26.8,No,No
2014-12-29,2,17.7,33.7,0.0,,,NW,85.0,NNE,NW,19.0,44.0,51.0,15.0,1005.7,998.7,,3.0,25.2,32.5,No,Yes
2015-01-20,2,14.4,31.1,0.0,,,NW,59.0,E,NNE,17.0,19.0,50.0,34.0,1009.7,1005.5,,3.0,23.0,29.0,No,Yes
2015-02-02,2,16.9,29.0,0.0,,,SSE,33.0,SE,SSE,20.0,20.0,48.0,32.0,1015.4,1014.5,,,20.3,27.3,No,No
2015-02-03,2,13.6,29.8,0.0,,,WSW,33.0,ESE,W,7.0,11.0,54.0,36.0,1020.2,1016.1,,1.0,20.2,28.2,No,No
2015-02-11,2,20.3,35.8,0.0,,,SE,81.0,SSE,N,9.0,13.0,62.0,30.0,1020.5,1016.5,,,25.8,34.0,No,Yes
2015-02-23,2,18.4,35.9,0.0,,,W,50.0,SSE,NE,6.0,9.0,65.0,33.0,1014.6,1010.0,,1.0,23.8,33.8,No,Yes
2015-03-12,2,11.8,28.9,0.0,,,W,39.0,,W,0.0,24.0,58.0,18.0,1015.9,1013.4,,,15.8,28.3,No,No
2015-03-28,2,5.5,23.9,0.0,,,SSE,20.0,S,NNW,6.0,7.0,76.0,26.0,1024.4,1021.7,,,10.1,21.9,No,No
2015-04-11,2,8.2,23.7,0.0,,,W,19.0,SE,WSW,4.0,4.0,66.0,42.0,1023.7,1018.8,4.0,1.0,16.0,22.2,No,No
2015-04-19,2,9.9,17.4,15.8,,,SSE,35.0,W,ESE,20.0,17.0,71.0,49.0,1021.1,1023.1,3.0,7.0,12.6,15.8,Yes,No
2015-05-02,2,7.7,20.7,0.0,,,S,11.0,,SSE,0.0,7.0,84.0,60.0,1022.5,1017.6,,7.0,11.7,20.1,No,No
2015-05-13,2,4.5,13.5,0.6,,,W,43.0,W,WSW,19.0,31.0,79.0,48.0,1020.8,1022.4,5.0,2.0,6.1,11.8,No,No
2015-05-19,2,6.7,17.4,3.4,,,W,57.0,NE,SSW,2.0,13.0,95.0,95.0,1017.6,1011.8,8.0,8.0,10.4,13.1,Yes,Yes
2015-05-20,2,10.3,17.6,12.8,,,WNW,26.0,N,NW,11.0,17.0,89.0,69.0,1014.4,1014.5,8.0,8.0,14.9,16.9,Yes,No
2015-05-28,2,7.4,18.7,3.2,,,NNE,33.0,E,NNE,15.0,20.0,96.0,70.0,1022.7,1018.1,8.0,4.0,11.7,18.5,Yes,Yes
2015-06-15,2,1.8,14.0,0.2,,,ESE,17.0,,ESE,0.0,6.0,100.0,70.0,1027.4,1023.5,4.0,8.0,5.9,13.9,No,Yes
2015-06-24,2,7.0,14.0,7.2,,,ESE,15.0,NE,SSE,2.0,11.0,100.0,91.0,1022.1,1020.6,8.0,8.0,9.8,13.6,Yes,No
2015-07-08,2,0.1,14.8,0.0,,,E,13.0,SE,E,6.0,6.0,86.0,55.0,1028.9,1026.8,,,4.5,14.1,No,No
2015-07-12,2,5.1,11.3,5.4,,,W,30.0,ESE,W,6.0,17.0,95.0,81.0,1005.9,1004.3,8.0,8.0,5.9,8.6,Yes,Yes
2015-07-13,2,5.9,13.7,2.8,,,W,50.0,WSW,W,24.0,30.0,78.0,64.0,1008.2,1009.1,8.0,,11.3,11.8,Yes,No
2015-07-17,2,-1.4,11.5,0.2,,,W,31.0,WNW,WSW,6.0,20.0,88.0,66.0,1019.1,1019.3,,3.0,3.6,10.4,No,No
2015-07-18,2,-1.6,12.4,0.0,,,NNW,52.0,,SSE,0.0,7.0,90.0,46.0,1029.5,1028.9,,,2.9,11.8,No,No
2015-07-22,2,4.5,13.5,3.0,,,NNE,48.0,NNE,N,20.0,19.0,89.0,83.0,1023.2,1022.5,8.0,8.0,10.4,12.1,Yes,Yes
2015-07-31,2,7.2,13.8,0.2,,,N,22.0,,N,0.0,11.0,78.0,55.0,1021.4,1019.8,,,9.7,13.6,No,Yes
2015-08-09,2,0.8,11.0,0.0,,,ENE,13.0,ESE,E,4.0,9.0,100.0,74.0,1024.3,1019.8,8.0,8.0,4.9,10.8,No,No
2015-08-10,2,3.8,15.1,0.0,,,NNE,31.0,SE,NNW,9.0,19.0,99.0,58.0,1016.4,1011.6,7.0,8.0,7.3,14.3,No,Yes
2015-08-12,2,1.8,9.0,0.0,,,N,28.0,SE,ENE,6.0,9.0,86.0,86.0,1003.9,1005.0,8.0,8.0,7.7,7.3,No,Yes
2015-08-18,2,-0.9,12.7,0.0,,,SW,17.0,,W,0.0,7.0,79.0,45.0,1023.0,1021.9,,5.0,5.3,12.4,No,No
2015-08-21,2,2.0,16.4,0.0,,,NNE,37.0,E,NE,7.0,11.0,81.0,59.0,1024.2,1020.1,8.0,8.0,9.6,16.0,No,Yes
2015-09-03,2,7.5,17.9,23.0,,,SW,35.0,WNW,S,2.0,22.0,96.0,45.0,1009.1,1011.7,8.0,,10.3,17.0,Yes,Yes
2015-09-24,2,1.7,16.9,0.0,,,SE,39.0,SSE,ESE,9.0,20.0,58.0,44.0,1031.8,1027.7,,4.0,9.6,16.4,No,No
2015-10-02,2,4.8,24.6,0.0,,,SSW,20.0,E,SW,6.0,9.0,65.0,37.0,1034.4,1030.5,,,14.9,24.5,No,No
2015-10-04,2,9.6,29.4,0.0,,,NW,26.0,NE,NNW,4.0,17.0,76.0,25.0,1024.8,1022.1,,,15.4,29.0,No,No
2015-10-23,2,14.1,24.6,0.2,,,N,33.0,SE,NE,13.0,9.0,59.0,41.0,1020.8,1018.5,8.0,8.0,16.9,22.5,No,No
2015-11-03,2,12.3,26.8,0.2,,,WSW,41.0,SE,NW,13.0,15.0,65.0,35.0,1015.6,1014.1,,,18.2,26.1,No,No
2015-11-08,2,9.2,25.7,0.0,,,W,22.0,S,SSW,11.0,7.0,60.0,32.0,1020.9,1018.3,,,15.2,24.3,No,No
2015-11-23,2,9.9,26.7,0.0,,,W,41.0,WSW,W,9.0,20.0,54.0,27.0,1013.6,1012.5,,,18.3,25.7,No,No
2015-11-24,2,10.2,28.7,0.0,,,NW,35.0,,SSW,0.0,13.0,51.0,25.0,1017.2,1012.7,,,19.1,27.3,No,No
2015-11-30,2,10.0,31.6,0.0,,,W,31.0,SSE,NNW,7.0,13.0,61.0,21.0,1011.9,1007.9,,,18.0,29.6,No,No
2015-12-03,2,9.6,29.3,0.0,,,SSW,24.0,SSE,SW,13.0,9.0,43.0,24.0,1026.1,1022.4,,,17.7,27.0,No,No
2015-12-18,2,16.5,37.1,0.0,,,SSE,26.0,SE,W,9.0,9.0,46.0,19.0,1015.6,1011.5,,,26.1,35.4,No,No
2015-12-27,2,10.2,25.0,9.8,,,SSE,35.0,SE,ESE,19.0,13.0,47.0,30.0,1018.7,1018.7,,,16.6,22.7,Yes,No
2015-12-29,2,13.2,32.3,0.0,,,SSW,31.0,NNE,W,7.0,11.0,47.0,28.0,1022.2,1018.3,,,21.3,29.8,No,No
2015-12-31,2,17.3,36.6,0.0,,,SE,26.0,E,SSW,7.0,13.0,53.0,17.0,1016.3,1012.6,6.0,3.0,23.2,35.1,No,No
2016-01-01,2,20.4,37.6,0.0,,,ENE,54.0,,ESE,0.0,7.0,46.0,17.0,1013.4,1009.2,7.0,3.0,26.1,36.7,No,No
2016-01-07,2,16.4,28.0,0.0,,,SE,35.0,SE,ESE,20.0,20.0,46.0,31.0,1017.4,1015.7,,2.0,20.9,26.6,No,No
2016-01-12,2,20.6,38.9,0.0,,,WSW,56.0,ESE,W,6.0,24.0,40.0,18.0,1010.8,1009.8,1.0,,28.1,37.6,No,No
2016-01-13,2,20.2,43.0,0.0,,,WNW,72.0,SE,N,15.0,24.0,51.0,16.0,1013.8,1007.5,,,27.9,42.3,No,No
2016-01-14,2,26.8,30.2,0.0,,,WNW,50.0,NE,SW,9.0,24.0,50.0,39.0,1010.5,1015.5,8.0,8.0,27.2,21.4,No,No
2016-01-19,2,16.1,40.0,0.0,,,NW,50.0,ESE,NW,7.0,19.0,46.0,15.0,1015.5,1009.4,,5.0,24.3,37.6,No,No
2016-02-07,2,15.2,32.8,0.0,,,W,28.0,SSE,WSW,4.0,15.0,67.0,37.0,1017.9,1014.9,,,21.0,30.7,No,No
2016-02-10,2,15.7,35.0,0.0,,,W,33.0,SE,WSW,9.0,20.0,64.0,22.0,1014.2,1010.2,,,22.6,33.9,No,No
2016-03-01,2,14.7,35.1,0.0,,,NW,37.0,SE,WNW,7.0,13.0,63.0,21.0,1019.5,1016.1,,,20.8,33.7,No,No
2016-03-11,2,20.0,32.3,0.6,,,W,46.0,E,NE,9.0,20.0,70.0,43.0,1017.5,1015.1,2.0,8.0,24.5,30.6,No,Yes
2016-03-13,2,19.4,35.2,0.2,,,W,30.0,SSE,W,4.0,13.0,71.0,26.0,1018.6,1015.1,,,22.7,33.5,No,No
2016-03-16,2,19.2,30.8,0.0,,,SE,24.0,SE,ENE,7.0,11.0,61.0,30.0,1019.2,1015.5,7.0,,20.8,30.1,No,No
2016-03-20,2,12.7,24.2,0.0,,,SSE,31.0,SE,S,20.0,17.0,50.0,29.0,1018.2,1016.5,6.0,1.0,15.3,23.0,No,No
2016-03-27,2,10.0,27.4,0.0,,,NE,28.0,E,NNW,2.0,9.0,75.0,31.0,1018.2,1015.6,,,14.5,26.2,No,No
2016-04-05,2,10.5,31.8,0.0,,,N,35.0,ENE,NNW,9.0,22.0,65.0,23.0,1017.0,1011.9,,,18.8,31.0,No,No
2016-04-13,2,8.9,27.2,0.0,,,N,24.0,,ENE,0.0,9.0,61.0,34.0,1027.0,1023.6,,3.0,16.2,26.8,No,No
2016-04-27,2,6.4,26.6,0.0,,,N,39.0,E,N,6.0,17.0,62.0,35.0,1026.6,1020.5,,,14.0,25.1,No,No
2016-05-05,2,10.5,20.3,0.0,,,SSW,19.0,SE,SE,7.0,9.0,73.0,45.0,1021.5,1017.6,8.0,1.0,12.7,19.6,No,No
2016-06-26,2,-1.3,7.5,0.0,,,ENE,15.0,,SE,0.0,4.0,99.0,79.0,1023.4,1019.0,8.0,,2.3,7.4,No,No
2016-07-03,2,7.9,12.7,0.2,,,W,20.0,ENE,W,6.0,13.0,100.0,82.0,1027.5,1024.7,8.0,7.0,9.7,12.6,No,No
2016-07-07,2,4.0,16.5,0.0,,,SE,30.0,,ESE,0.0,11.0,100.0,58.0,1020.7,1019.1,,5.0,8.3,16.2,No,No
2016-07-14,2,-0.3,10.8,0.2,,,W,26.0,,WNW,0.0,13.0,99.0,72.0,1032.6,1030.1,8.0,6.0,4.4,9.6,No,No
2016-09-05,2,4.4,15.9,0.0,,,W,24.0,ESE,WSW,4.0,13.0,93.0,63.0,1031.3,1029.1,8.0,7.0,10.4,14.7,No,No
2016-09-08,2,8.1,20.3,0.0,,,NNE,33.0,ESE,NNE,7.0,17.0,94.0,63.0,1027.2,1021.3,8.0,8.0,12.6,20.1,No,Yes
2016-09-12,2,5.1,17.8,0.0,,,WNW,22.0,,WSW,0.0,7.0,86.0,55.0,1022.3,1019.6,,1.0,11.7,17.7,No,No
2016-09-15,2,8.3,13.6,10.8,,,NNW,39.0,W,NW,17.0,22.0,88.0,72.0,1008.5,1011.0,8.0,7.0,10.0,12.8,Yes,No
2016-09-26,2,4.8,15.9,0.0,,,W,33.0,SSW,WNW,7.0,17.0,73.0,52.0,1014.8,1011.9,6.0,7.0,10.6,15.2,No,Yes
2016-09-27,2,7.1,15.2,2.8,,,W,37.0,WNW,W,17.0,22.0,79.0,57.0,1012.9,1012.4,8.0,5.0,9.7,13.8,Yes,Yes
2016-10-15,2,5.7,22.4,0.0,,,NNW,35.0,SE,NNE,9.0,17.0,82.0,42.0,1022.4,1017.3,,2.0,12.7,21.3,No,No
2016-10-22,2,6.4,16.2,1.0,,,WSW,57.0,WSW,WSW,19.0,31.0,73.0,47.0,1014.2,1014.5,8.0,,9.5,16.0,No,No
2016-10-23,2,3.3,17.6,0.0,,,W,33.0,ESE,WNW,6.0,11.0,67.0,48.0,1022.7,1020.1,,6.0,10.8,16.1,No,No
2016-10-26,2,12.7,24.6,0.0,,,NNW,37.0,ENE,N,15.0,13.0,52.0,42.0,1013.0,1011.0,1.0,4.0,18.6,23.3,No,No
2016-10-27,2,8.2,22.2,0.0,,,W,28.0,NNW,SSE,2.0,7.0,72.0,51.0,1016.3,1014.8,,8.0,13.0,20.1,No,No
2016-11-11,2,7.7,26.9,0.0,,,E,24.0,ESE,NNW,9.0,6.0,67.0,35.0,1011.9,1007.7,,,16.0,26.5,No,Yes
2016-11-17,2,11.0,29.3,0.0,,,N,35.0,SE,NNW,11.0,13.0,73.0,34.0,1022.0,1018.2,,1.0,18.7,27.9,No,No
2016-11-20,2,14.6,32.0,0.0,,,NW,72.0,ESE,SE,7.0,15.0,59.0,39.0,1017.9,1014.9,,,22.5,29.8,No,No
2016-12-14,2,20.4,26.9,0.4,,,W,35.0,ENE,W,6.0,20.0,65.0,40.0,1008.2,1010.2,5.0,,23.1,24.1,No,No
2016-12-25,2,15.9,35.6,1.6,,,ENE,33.0,SSE,N,7.0,17.0,58.0,25.0,1015.3,1011.8,,,23.8,34.4,Yes,No
2017-01-07,2,17.9,35.4,0.0,,,N,28.0,ENE,ESE,11.0,13.0,48.0,25.0,1015.9,1010.4,,,26.2,33.6,No,No
2017-01-09,2,21.3,30.7,0.0,,,WSW,33.0,ESE,,6.0,0.0,61.0,86.0,1009.7,1011.3,,8.0,26.4,22.8,No,Yes
2017-01-11,2,20.1,34.2,0.0,,,W,39.0,ENE,WSW,2.0,19.0,72.0,17.0,1008.2,1006.6,,,25.9,33.1,No,No
2017-01-15,2,11.5,31.6,0.0,,,WNW,26.0,SSE,SW,13.0,13.0,62.0,25.0,1015.8,1013.4,,,18.0,28.5,No,No
2017-01-21,2,11.4,30.1,2.6,,,SE,24.0,S,S,11.0,11.0,64.0,34.0,1011.5,1010.6,,,17.6,26.7,Yes,No
2017-01-24,2,23.2,32.6,0.0,,,WSW,50.0,W,WNW,20.0,24.0,71.0,34.0,1008.8,1009.9,8.0,,25.6,31.7,No,No
2017-02-02,2,11.9,28.1,0.0,,,W,52.0,,WSW,0.0,17.0,65.0,26.0,1014.9,1013.5,,,16.9,26.8,No,No
